Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,21720.080078,21802.716797,20210.306641,20363.021484,20363.021484,30364664171
2023-03-10,20367.001953,20370.595703,19628.253906,20187.244141,20187.244141,39578257695
2023-03-11,20187.876953,20792.525391,20068.660156,20632.410156,20632.410156,30180288176
2023-03-12,20628.029297,22185.031250,20448.806641,22163.949219,22163.949219,29279035521
2023-03-13,22156.406250,24550.837891,21918.199219,24197.533203,24197.533203,49466362688
2023-03-14,24201.765625,26514.716797,24081.183594,24746.074219,24746.074219,54622230164
2023-03-15,24770.925781,25240.615234,23964.910156,24375.960938,24375.960938,43655701450
2023-03-16,24373.457031,25190.326172,24225.111328,25052.789063,25052.789063,33866061747
2023-03-17,25055.123047,27787.812500,24955.169922,27423.929688,27423.929688,50730261335
2023-03-18,27448.117188,27725.953125,26636.261719,26965.878906,26965.878906,35723036817
2023-03-19,26969.503906,28440.560547,26907.716797,28038.675781,28038.675781,37769448859
2023-03-20,28041.601563,28527.724609,27242.880859,27767.236328,27767.236328,44774027664
2023-03-21,27768.392578,28439.562500,27439.646484,28175.816406,28175.816406,36102192830
2023-03-22,28158.720703,28803.335938,26759.996094,27307.437500,27307.437500,33382021890
2023-03-23,27301.957031,28729.843750,27183.363281,28333.972656,28333.972656,24220433689
2023-03-24,28324.111328,28388.437500,27039.265625,27493.285156,27493.285156,25980310960
2023-03-25,27487.337891,27791.826172,27196.234375,27494.707031,27494.707031,13383005987
2023-03-26,27495.523438,28178.144531,27445.046875,27994.330078,27994.330078,13878363192
2023-03-27,27994.068359,28037.925781,26606.689453,27139.888672,27139.888672,18188895178
2023-03-28,27132.888672,27460.718750,26677.818359,27268.130859,27268.130859,17783600385
2023-03-29,27267.031250,28619.542969,27259.662109,28348.441406,28348.441406,20684945906
2023-03-30,28350.140625,29159.902344,27720.160156,28033.562500,28033.562500,22435349951
2023-03-31,28032.261719,28639.896484,27583.714844,28478.484375,28478.484375,19001327598
2023-04-01,28473.332031,28802.457031,28297.171875,28411.035156,28411.035156,10876469901
2023-04-02,28462.845703,28518.958984,27884.087891,28199.308594,28199.308594,12284641999
2023-04-03,28183.080078,28475.623047,27276.720703,27790.220703,27790.220703,19556501327
2023-04-04,27795.273438,28433.742188,27681.304688,28168.089844,28168.089844,15284538859
2023-04-05,28169.726563,28739.238281,27843.763672,28177.984375,28177.984375,17052315986
2023-04-06,28175.226563,28178.384766,27738.759766,28044.140625,28044.140625,13837809380
2023-04-07,28038.966797,28111.593750,27794.031250,27925.859375,27925.859375,10861680497
2023-04-08,27920.513672,28159.863281,27883.386719,27947.794922,27947.794922,9373255556
2023-04-09,27952.367188,28532.830078,27828.480469,28333.050781,28333.050781,12175322951
2023-04-10,28336.027344,29771.464844,28189.271484,29652.980469,29652.980469,19282400094
2023-04-11,29651.876953,30301.472656,29614.330078,30123.175781,30123.175781,24529684480
